Node,Degree
health,0.7114093959731543
support,0.697986577181208
result,0.6308724832214765
outcome,0.5973154362416108
disorder,0.5973154362416108
depression,0.5906040268456376
stress,0.5369127516778524
anxiety,0.5369127516778524
participant,0.5167785234899329
student,0.5033557046979865
